Task_ID,Task_Date,Machine_ID,Machine_Type,Machine_Age_yrs,Machine_Maintenance_Status,Operator_ID,Operator_Skill,Operator_Fatigue_Level,Task_Type,Task_Volume,Load_Weight_tons,Travel_Distance_m,Fuel_Consumption_L,Idle_Time_during_task_min,Site_Terrain,Site_Condition,Weather,Temperature_C,Humidity_Percent,Visibility,Shift_Time,Estimated_Time_min,Breakdown_During_Task,Delay_Reason,Actual_Time_min,Time_Deviation_Percent
TASK00120,2025-05-10,MC1010,Excavator,10,Due Soon,OP1018,Expert,2.3,Grading,883.3,8.3,838.0,17.68,17.3,Muddy,Wet,Clear,29.8,48.5,Moderate,Morning,411.5,No,None,720.0,74.97
TASK00121,2025-04-03,MC1006,Loader,3,Good,OP1011,Intermediate,2.5,Earth Excavation,132.1,1.69,618.6,3.47,5.5,Flat,,Cloudy,22.3,63.8,Good,Morning,80.7,No,None,94.4,16.98
TASK00122,2025-11-26,MC1006,Loader,3,Due Soon,OP1017,Expert,4.1,Demolition,162.3,2.85,307.6,3.86,26.3,Rolling,Loose,Clear,26.4,81.9,,,144.6,No,None,220.7,52.63
TASK00123,2025-01-30,MC1005,Loader,6,Due Soon,OP1016,Expert,1.2,Demolition,151.6,2.16,232.3,3.45,31.3,Rocky,Normal,Windy,31.1,69.5,Good,Morning,136.2,Yes,Equipment Fault,312.7,129.59
TASK00124,2025-04-30,MC1001,Excavator,1,Overdue,OP1004,Beginner,4.0,Grading,437.7,3.72,531.7,8.8,13.7,Rocky,Muddy,Clear,27.5,,Good,Afternoon,211.0,No,None,431.0,104.27
TASK00125,2025-07-17,MC1002,Excavator,2,Good,OP1020,Expert,5.1,Earth Excavation,705.7,15.49,323.9,18.87,13.9,Rocky,Dry,Rainy,23.6,82.8,Moderate,Afternoon,379.0,No,Material Availability,569.0,50.13
TASK00126,2025-01-03,MC1006,Loader,3,Due Soon,OP1019,Expert,3.7,Material Loading,277.9,4.22,303.8,5.5,,Rocky,Dry,Clear,29.3,65.1,Good,Afternoon,115.6,No,None,168.0,45.33
TASK00127,2025-03-28,MC1008,Bulldozer,8,Good,OP1013,Intermediate,7.0,Material Loading,398.4,4.66,355.0,8.55,21.3,Rocky,Loose,Rainy,26.9,76.9,Good,Afternoon,161.4,No,,298.2,84.76
TASK00128,2025-05-10,MC1005,Loader,6,Due Soon,OP1008,Intermediate,1.9,Earth Excavation,349.1,4.69,174.9,7.26,17.9,Flat,Normal,Rainy,23.7,81.5,Good,Morning,193.5,No,None,284.5,47.03
TASK00129,2025-05-01,MC1002,Excavator,2,Due Soon,OP1001,Beginner,6.9,Material Loading,435.6,4.8,248.6,7.71,55.2,Rocky,Muddy,Clear,31.3,81.7,Poor,Morning,175.5,No,None,415.7,136.87
TASK00130,2025-02-20,MC1004,Loader,5,Due Soon,OP1006,Beginner,2.8,Trenching,218.3,0.73,448.0,3.71,13.9,Flat,Wet,Clear,26.5,65.2,Moderate,Afternoon,163.5,No,None,292.8,79.08
TASK00131,2025-04-01,MC1009,Bulldozer,9,Good,OP1006,Beginner,2.7,Demolition,132.0,0.87,258.3,,8.4,Muddy,Dry,Clear,36.7,57.8,Good,Afternoon,120.9,No,Material Availability,223.0,84.45
TASK00132,2025-12-27,MC1009,Bulldozer,9,Overdue,OP1016,Expert,6.3,Material Loading,509.8,12.24,196.7,19.01,21.6,Steep,Normal,Windy,27.7,39.3,Good,Night,203.7,No,None,373.1,83.16
TASK00133,2025-05-14,MC1002,Excavator,2,Due Soon,OP1002,Beginner,5.7,Trenching,269.7,1.53,411.8,4.89,2.5,,Dry,Clear,,68.0,Poor,Night,198.4,No,None,347.9,75.35
TASK00134,2025-11-07,MC1004,Loader,5,Due Soon,OP1014,Expert,3.6,Earth Excavation,390.1,5.99,179.1,7.76,20.3,Rolling,Dry,Cloudy,,60.8,Good,Afternoon,214.8,No,None,281.2,30.91
TASK00135,2025-12-14,MC1010,Excavator,10,Due Soon,OP1008,Intermediate,1.0,Trenching,90.5,0.5,792.0,3.51,8.5,Flat,Muddy,Clear,24.9,59.4,Poor,Morning,76.6,No,None,119.8,56.4
TASK00136,2025-07-12,MC1010,Excavator,10,Good,OP1005,Beginner,6.0,Demolition,53.6,0.5,147.7,1.42,15.9,Flat,Muddy,Windy,24.9,69.0,Good,Afternoon,59.8,No,None,126.8,112.04
TASK00137,2025-09-01,MC1010,Excavator,10,Due Soon,OP1011,Intermediate,4.4,Grading,476.2,2.01,565.4,8.97,10.2,Rocky,,Hot,,25.0,Good,Morning,228.3,No,None,362.2,58.65
TASK00138,2025-03-17,MC1006,Loader,3,Due Soon,OP1011,Intermediate,4.7,Demolition,136.7,0.85,201.0,2.49,6.9,Rolling,Dry,Cloudy,23.7,74.9,Good,Night,124.6,No,,153.0,22.79
TASK00139,2025-07-26,MC1010,Excavator,10,Good,OP1004,Beginner,2.4,Material Loading,549.1,13.57,432.1,17.66,37.4,Flat,Normal,Rainy,24.6,79.2,Moderate,Afternoon,218.7,No,,383.5,75.35
TASK00140,2025-09-06,MC1007,Bulldozer,7,Due Soon,OP1003,Beginner,6.1,Earth Excavation,132.1,1.32,400.8,,3.0,Muddy,Dry,Windy,32.0,47.1,Good,Afternoon,80.7,No,None,166.2,105.95
TASK00141,2025-01-14,MC1002,Excavator,2,Overdue,OP1002,Beginner,8.2,Material Loading,574.2,6.54,430.0,10.07,15.1,Rocky,Normal,Clear,22.9,54.4,Good,Night,228.2,No,Site Condition,498.3,118.36
TASK00142,2025-10-05,MC1005,Loader,6,Good,OP1006,Beginner,1.7,Trenching,242.1,1.88,278.8,4.32,3.8,Rolling,Normal,Windy,24.3,57.9,Good,Morning,179.6,No,None,264.6,47.33
TASK00143,2025-07-03,MC1004,Loader,5,Good,OP1005,Beginner,6.0,Grading,884.8,4.78,471.7,12.82,14.3,Flat,Loose,Clear,24.4,69.0,Poor,Night,412.2,No,None,728.3,76.69
TASK00144,2025-11-11,MC1001,Excavator,1,Good,OP1002,Beginner,5.7,Grading,275.3,2.12,861.0,5.95,12.4,Steep,Wet,Cloudy,22.1,57.5,Good,Night,137.9,No,None,286.9,108.05
TASK00145,2025-06-21,MC1001,Excavator,1,Due Soon,OP1013,Intermediate,1.0,Material Loading,148.0,2.29,139.3,2.96,24.8,Rolling,Normal,Windy,25.0,50.3,Good,Morning,66.2,No,None,114.6,73.11
TASK00146,2025-04-30,MC1006,Loader,3,Good,OP1013,Intermediate,3.5,Grading,565.6,2.45,805.6,8.0,47.8,Flat,Dry,Cloudy,26.3,57.9,Good,Afternoon,268.5,No,None,302.0,12.48
TASK00147,2025-07-11,MC1005,Loader,6,Good,OP1013,Intermediate,4.4,Earth Excavation,330.4,7.16,395.1,8.59,18.0,Rolling,Normal,Clear,32.1,60.9,Moderate,Afternoon,183.8,No,Weather,279.1,51.85
TASK00148,2025-10-26,MC1008,Bulldozer,8,Good,OP1003,Beginner,3.4,Grading,527.9,3.07,604.9,11.53,2.8,Flat,,Cloudy,29.0,66.2,Good,Morning,251.6,No,None,361.9,43.84
TASK00149,2025-03-05,MC1007,Bulldozer,7,Good,OP1015,Expert,2.9,Grading,508.5,3.12,792.9,10.06,10.7,Flat,Muddy,Clear,26.5,53.6,Good,Afternoon,242.8,No,None,261.9,7.87
TASK00150,2025-01-21,MC1003,Excavator,4,Good,OP1007,Intermediate,1.0,Trenching,207.9,1.62,304.0,4.54,11.7,Steep,Dry,Hot,38.2,30.9,Good,Morning,156.4,No,None,218.1,39.45
TASK00151,2025-02-17,MC1009,Bulldozer,9,Good,OP1012,Intermediate,3.7,Earth Excavation,247.0,2.97,201.5,5.6,5.0,Muddy,Normal,Clear,25.2,66.8,Good,Afternoon,140.4,No,None,234.1,66.74
TASK00152,2025-01-18,MC1009,Bulldozer,9,Good,OP1008,Intermediate,1.0,Trenching,132.1,0.88,430.5,3.46,9.4,Flat,Wet,Clear,26.9,71.6,Good,Morning,104.8,No,None,143.3,36.74
TASK00153,2025-09-06,MC1003,Excavator,4,Due Soon,OP1020,Expert,2.7,Grading,706.8,7.12,361.6,13.81,5.8,Flat,Wet,Clear,26.7,69.3,,Morning,332.1,No,None,349.2,5.15
TASK00154,2025-11-10,MC1006,Loader,3,Overdue,OP1019,Expert,2.3,Demolition,145.3,0.82,336.8,2.81,31.8,Muddy,Normal,Rainy,19.5,76.2,Good,,131.4,No,None,230.2,75.19
TASK00155,2025-06-18,MC1001,Excavator,1,Overdue,OP1009,Intermediate,3.3,Earth Excavation,240.2,2.39,657.8,5.71,10.5,Flat,Muddy,Windy,27.3,47.8,Good,Morning,136.9,No,None,211.8,54.71
TASK00156,2025-08-09,MC1003,Excavator,4,Overdue,OP1014,Expert,6.3,Material Loading,317.9,7.15,191.2,8.47,29.1,Rolling,Muddy,Cloudy,20.1,58.2,Good,Afternoon,130.8,No,None,226.5,73.17
TASK00157,2025-07-21,MC1001,Excavator,1,Good,OP1016,Expert,6.5,Trenching,270.9,1.81,605.1,4.73,11.3,Rolling,Dry,Cloudy,26.4,43.2,Moderate,Night,199.2,No,None,273.0,37.05
TASK00158,2025-02-27,MC1006,Loader,3,Good,OP1015,Expert,2.8,Earth Excavation,367.9,,205.3,7.21,16.4,Flat,Muddy,Rainy,25.7,88.3,Good,Morning,203.3,No,None,273.8,34.68
TASK00159,2025-11-02,MC1003,Excavator,4,Good,OP1010,Intermediate,4.7,Material Loading,220.3,6.41,398.4,6.78,37.4,Rolling,Wet,Hot,34.8,66.6,Good,Afternoon,93.7,No,,175.5,87.3
TASK00160,2025-05-07,MC1009,Bulldozer,9,Overdue,OP1003,Beginner,5.0,Material Loading,237.7,4.05,389.5,8.75,48.6,Rolling,Normal,Windy,25.1,67.2,Moderate,Afternoon,100.3,No,None,246.5,145.76
TASK00161,2025-06-05,MC1008,Bulldozer,8,Good,OP1006,Beginner,,Material Loading,262.7,6.39,238.3,8.29,15.2,Flat,Normal,Hot,30.4,41.4,Poor,Night,109.8,No,None,236.7,115.57
TASK00162,2025-05-07,MC1006,Loader,3,Good,OP1009,Intermediate,,Grading,271.5,0.75,970.9,5.32,13.0,Rolling,Normal,Cloudy,,81.8,Good,Afternoon,136.2,No,None,188.2,38.18
TASK00163,2025-06-09,MC1009,Bulldozer,9,Due Soon,OP1020,Expert,5.4,Material Loading,537.4,10.4,480.5,13.67,11.8,Rolling,Normal,Clear,31.7,71.8,Good,Afternoon,214.2,Yes,Equipment Fault,346.0,61.53
TASK00164,2025-08-26,MC1001,Excavator,1,Good,OP1010,Intermediate,1.0,Grading,403.0,1.89,377.6,6.41,4.2,Muddy,Loose,Clear,36.9,42.3,Good,Morning,195.4,No,None,309.7,58.5
TASK00165,2025-03-22,MC1004,Loader,5,Due Soon,OP1007,Intermediate,4.5,Trenching,292.5,2.96,,6.72,10.7,Muddy,Wet,Clear,24.9,54.9,Good,Morning,213.9,No,None,282.8,32.21
TASK00166,2025-02-19,MC1004,Loader,5,Good,OP1011,Intermediate,4.7,Material Loading,202.4,2.59,331.0,,54.3,Flat,Wet,Windy,23.1,50.0,Good,Night,86.9,No,None,172.3,98.27
TASK00167,2025-01-08,MC1002,Excavator,2,Good,OP1016,Expert,4.5,Material Loading,278.3,3.62,562.2,7.03,16.4,Flat,Normal,Windy,25.3,59.8,Good,Afternoon,115.8,No,None,140.3,21.16
TASK00168,2025-09-12,MC1002,Excavator,2,Good,OP1015,Expert,4.4,Grading,664.8,5.28,1287.5,14.82,8.3,Muddy,Loose,Hot,34.5,41.3,Moderate,Afternoon,313.2,No,None,504.9,61.21
TASK00169,2025-08-30,MC1002,Excavator,2,Good,OP1003,Beginner,2.8,Demolition,155.1,1.58,465.8,3.69,4.4,Rocky,Wet,Cloudy,27.6,72.8,Good,Morning,139.0,No,None,238.5,71.58
TASK00170,2025-12-04,MC1007,Bulldozer,7,Due Soon,OP1019,Expert,1.6,Demolition,199.0,2.88,621.4,6.79,8.3,Flat,,Rainy,23.2,68.9,Good,Morning,173.2,No,None,228.4,31.87
TASK00171,2025-06-27,MC1001,Excavator,1,Overdue,OP1012,Intermediate,,Demolition,160.1,1.95,306.4,3.98,8.1,Rolling,Muddy,Cloudy,29.7,74.8,Good,Afternoon,142.9,No,None,266.3,86.35
TASK00172,2025-05-23,MC1005,Loader,6,Good,OP1013,Intermediate,2.7,Grading,839.9,4.64,411.6,12.91,18.1,Flat,Wet,Cloudy,29.9,66.5,Moderate,Morning,392.0,No,None,473.9,20.89
TASK00173,2025-04-20,MC1005,Loader,6,Good,OP1008,Intermediate,1.0,Grading,560.9,,1125.8,9.56,31.8,Rocky,Muddy,Clear,39.8,55.9,Good,Morning,266.4,No,None,485.7,82.32
TASK00174,2025-05-19,MC1008,Bulldozer,8,Good,OP1018,Expert,3.3,Trenching,283.5,1.98,332.1,6.66,7.0,Rolling,Wet,Cloudy,27.4,89.2,Good,Afternoon,207.8,No,None,264.2,27.14
TASK00175,2025-05-19,MC1003,Excavator,4,Good,OP1015,Expert,1.4,Grading,206.2,0.5,,4.88,4.2,Rolling,Muddy,Cloudy,29.3,63.6,Good,Morning,106.8,No,None,125.2,17.23
TASK00176,2025-06-29,MC1009,Bulldozer,9,Good,OP1014,Expert,5.1,Demolition,184.9,1.44,188.2,3.81,8.8,Rocky,Wet,Windy,18.2,54.6,Good,Afternoon,162.2,No,None,281.7,73.67
TASK00177,2025-11-10,MC1003,Excavator,4,Due Soon,OP1012,Intermediate,5.1,Material Loading,134.0,1.92,204.5,3.04,16.9,Flat,Wet,Clear,25.5,42.9,Good,Afternoon,60.9,No,None,96.8,58.95
TASK00178,2025-01-14,MC1004,Loader,5,Good,OP1020,Expert,3.6,Grading,427.4,4.35,1381.5,10.88,7.9,Flat,Normal,Clear,24.9,,Good,Night,206.3,No,None,241.6,17.11
TASK00179,2025-12-07,MC1006,Loader,3,Due Soon,OP1009,Intermediate,4.7,Grading,261.6,1.62,442.7,4.46,17.4,Flat,Normal,Cloudy,29.7,55.7,Good,Afternoon,131.7,No,None,175.8,33.49
TASK00180,2025-01-13,MC1002,Excavator,2,Overdue,OP1019,Expert,6.7,Earth Excavation,248.2,1.66,240.9,4.4,5.4,Rocky,Wet,Clear,22.0,54.1,Good,Night,141.1,No,None,196.8,39.48
TASK00181,2025-04-06,MC1003,Excavator,4,Good,OP1006,Beginner,4.7,Demolition,81.3,1.13,179.1,1.99,18.4,Flat,Loose,Cloudy,26.5,88.6,Good,Morning,81.4,No,None,111.0,36.36
TASK00182,2025-04-04,MC1008,Bulldozer,8,Good,OP1010,Intermediate,2.8,Earth Excavation,406.4,5.27,222.9,9.41,15.5,Muddy,Wet,Clear,33.7,37.8,,Afternoon,223.3,No,None,384.5,72.19
TASK00183,2025-01-31,MC1003,Excavator,4,Good,OP1009,Intermediate,2.9,Demolition,118.4,0.86,283.9,2.74,16.0,Rocky,Normal,Rainy,26.2,69.6,Moderate,Morning,110.4,No,,176.2,59.6
TASK00184,2025-11-20,MC1006,Loader,3,Good,OP1004,Beginner,4.2,Material Loading,494.8,13.04,189.5,,6.6,Muddy,Dry,Rainy,23.6,76.6,Moderate,Night,198.0,No,None,440.9,122.68
TASK00185,2025-11-15,MC1005,Loader,6,Good,OP1019,Expert,1.9,Demolition,178.2,2.41,258.4,3.78,19.0,Flat,Normal,Cloudy,32.5,63.7,Good,Afternoon,157.0,No,None,177.4,12.99
TASK00186,2025-10-26,MC1008,Bulldozer,8,Good,OP1014,Expert,5.4,Demolition,195.6,1.65,120.3,4.31,6.7,Rolling,Dry,Hot,,46.3,Good,Night,170.6,No,None,223.3,30.89
TASK00187,2025-12-08,MC1004,Loader,5,Overdue,OP1005,Beginner,1.0,Grading,844.4,4.48,366.1,11.51,8.1,Flat,Dry,Clear,23.9,65.5,Good,Morning,394.0,No,None,504.7,28.1
TASK00188,2025-10-14,MC1010,Excavator,10,Overdue,OP1005,Beginner,2.0,Material Loading,531.2,8.67,221.4,14.68,44.6,Muddy,Loose,Clear,28.6,58.1,Good,Morning,211.9,No,,445.2,110.1
TASK00189,2025-08-18,MC1004,Loader,5,Due Soon,OP1009,Intermediate,5.9,Trenching,105.0,1.15,612.2,3.14,3.4,Muddy,Normal,Cloudy,26.3,57.3,Moderate,Night,86.4,No,None,156.8,81.48
TASK00190,2025-12-24,MC1005,Loader,6,Good,OP1009,Intermediate,1.0,Grading,740.8,,1054.3,12.67,26.6,Rolling,Wet,Clear,34.4,71.1,Moderate,Morning,347.4,No,None,543.4,56.42
TASK00191,2025-07-06,MC1006,Loader,3,Good,OP1012,Intermediate,6.8,Demolition,124.0,1.7,393.0,3.02,20.2,Rolling,Wet,Clear,30.6,60.3,Poor,Night,114.7,No,None,198.2,72.8
TASK00192,2025-09-07,MC1008,Bulldozer,8,Good,OP1017,Expert,8.2,Material Loading,511.5,9.65,608.8,15.54,38.1,Rocky,Dry,Clear,32.0,55.8,Good,Night,204.4,No,None,345.4,68.98
TASK00193,2025-12-14,MC1004,Loader,5,Good,OP1014,Expert,4.0,Demolition,205.8,2.3,302.9,4.39,20.4,Steep,Normal,Clear,31.6,55.6,Good,Afternoon,178.5,No,Weather,210.9,18.15
TASK00194,2025-02-28,MC1002,Excavator,2,Good,OP1020,Expert,2.7,Material Loading,325.7,8.37,278.9,9.36,17.9,Flat,Dry,Clear,29.5,33.3,Good,Morning,133.8,No,None,154.0,15.1
TASK00195,2025-06-18,MC1006,Loader,3,Good,OP1010,Intermediate,1.2,Grading,537.2,1.23,1423.9,9.62,4.1,Flat,Wet,Cloudy,28.9,79.2,Good,Morning,255.7,No,None,354.1,38.48
TASK00196,2025-10-23,MC1009,Bulldozer,9,Due Soon,OP1013,Intermediate,8.7,Demolition,55.1,0.77,489.6,2.78,10.7,Flat,Muddy,Windy,23.2,54.7,,Night,61.0,No,None,136.1,123.11
TASK00197,2025-12-19,MC1003,Excavator,4,Good,OP1013,Intermediate,5.6,Grading,749.0,6.26,649.1,12.31,3.4,Muddy,Dry,Clear,26.8,71.4,Good,Morning,351.1,No,None,483.0,37.57
TASK00198,2025-05-31,MC1007,Bulldozer,7,Overdue,OP1007,Intermediate,3.1,Material Loading,564.2,,292.3,18.45,,Muddy,Normal,Cloudy,27.4,,Good,Afternoon,224.4,Yes,Equipment Fault,589.4,162.66
TASK00199,2025-08-27,MC1003,Excavator,4,Due Soon,OP1001,Beginner,3.2,Earth Excavation,210.9,3.28,443.4,5.97,23.5,Rocky,Dry,Rainy,23.8,75.0,Good,Afternoon,121.7,No,None,221.9,82.33
TASK00200,2025-05-14,MC1002,Excavator,2,Due Soon,OP1014,Expert,,Material Loading,228.4,,217.1,4.9,8.9,Muddy,Normal,Hot,36.7,65.9,Good,Morning,96.8,No,Weather,167.5,73.04
TASK00201,2025-07-08,MC1006,Loader,3,Good,OP1006,Beginner,1.8,Demolition,181.8,,350.1,4.1,18.0,Rocky,Normal,Clear,28.7,68.2,Good,Morning,159.8,No,,250.3,56.63
TASK00202,2025-06-19,MC1005,Loader,6,Good,OP1005,Beginner,5.5,Demolition,143.8,1.13,316.5,2.62,10.4,Rolling,Muddy,Hot,34.5,63.8,Poor,Afternoon,130.2,No,None,230.6,77.11
TASK00203,2025-02-05,MC1005,Loader,6,Good,OP1016,Expert,7.4,Demolition,122.0,1.31,93.8,2.54,24.3,Flat,Loose,Cloudy,22.7,68.3,Moderate,Morning,113.2,No,None,163.8,44.7
TASK00204,2025-06-19,MC1007,Bulldozer,7,Due Soon,OP1017,Expert,3.5,Material Loading,481.4,8.68,462.1,13.35,2.0,Flat,Normal,Cloudy,28.5,75.2,Good,Night,192.9,No,None,211.5,9.64
TASK00205,2025-12-03,MC1005,Loader,6,Good,OP1005,Beginner,5.0,Demolition,127.1,0.78,185.0,2.26,13.6,Flat,Loose,Cloudy,22.7,66.5,Good,,117.1,No,None,180.1,53.8
TASK00206,2025-12-07,MC1009,Bulldozer,9,Good,OP1008,Intermediate,4.0,Demolition,116.0,,151.5,2.85,33.6,Flat,Normal,Cloudy,30.9,74.7,Moderate,Morning,108.5,No,,157.0,44.7
TASK00207,2025-08-14,MC1007,Bulldozer,7,Good,OP1009,Intermediate,3.6,Grading,320.6,1.21,845.8,7.73,30.2,Steep,Muddy,Cloudy,21.3,62.5,Poor,,158.3,No,None,295.7,86.8
TASK00208,2025-01-26,MC1007,Bulldozer,7,Good,OP1010,Intermediate,7.9,Trenching,111.8,0.57,374.8,3.1,16.2,Muddy,Normal,Cloudy,21.5,55.9,Good,Morning,91.0,No,None,149.8,64.62
TASK00209,2025-08-04,MC1008,Bulldozer,8,Good,OP1020,Expert,4.1,Material Loading,180.5,2.47,287.0,4.66,3.7,Rocky,Loose,Rainy,26.3,88.3,Good,Morning,78.6,No,None,131.4,67.18
TASK00210,2025-11-30,MC1008,Bulldozer,8,Due Soon,OP1004,Beginner,3.3,Grading,434.0,2.05,633.1,8.34,2.2,Flat,Wet,Clear,31.2,61.9,Moderate,Morning,209.3,No,None,308.1,47.2
TASK00211,2025-04-12,MC1005,Loader,6,Good,OP1012,Intermediate,1.0,Material Loading,139.0,3.01,296.7,3.93,16.8,Rocky,Normal,Cloudy,25.2,88.8,Poor,Morning,62.8,No,None,131.8,109.87
TASK00212,2025-06-23,MC1004,Loader,5,Good,OP1002,Beginner,3.1,Trenching,200.8,1.43,739.3,3.94,21.1,Rolling,Dry,Clear,36.0,62.0,Good,Morning,151.6,No,None,226.3,49.27
TASK00213,2025-09-09,MC1010,Excavator,10,Overdue,OP1007,Intermediate,2.7,Trenching,249.0,,282.9,5.64,7.6,Rolling,Muddy,Cloudy,26.7,44.1,Good,,184.3,No,None,324.4,76.02
TASK00214,2025-04-13,MC1001,Excavator,1,Due Soon,OP1016,Expert,3.6,Grading,663.0,5.15,847.8,12.4,7.3,Flat,,Cloudy,23.9,54.4,Good,Afternoon,312.4,No,Site Condition,363.1,16.23
TASK00215,2025-09-21,MC1004,Loader,5,Due Soon,OP1001,Beginner,1.0,Demolition,70.2,0.5,123.5,1.26,9.9,Muddy,Wet,Clear,21.5,52.1,Good,Morning,72.7,No,None,118.9,63.55
TASK00216,2025-11-14,MC1004,Loader,5,Good,OP1017,Expert,2.4,Grading,841.6,5.35,1567.6,16.04,6.9,Flat,Normal,Clear,27.5,53.2,Good,Morning,392.7,No,None,343.8,-12.45
TASK00217,2025-02-19,MC1003,Excavator,4,Good,OP1001,Beginner,6.5,Grading,707.6,3.1,445.4,11.26,1.0,Rocky,Normal,Cloudy,29.1,62.5,Moderate,Afternoon,332.4,No,None,575.2,73.04
TASK00218,2025-02-21,MC1006,Loader,3,Due Soon,OP1020,Expert,1.0,Material Loading,470.9,10.19,400.7,10.5,1.7,Flat,Loose,Cloudy,28.6,70.1,Moderate,Afternoon,189.0,No,None,233.8,23.7
TASK00219,2025-10-25,MC1010,Excavator,10,Due Soon,OP1010,Intermediate,1.0,Demolition,72.1,1.08,,2.56,40.0,Flat,Muddy,Cloudy,27.6,79.3,Moderate,Morning,74.2,No,None,135.5,82.61
TASK00220,2025-01-14,MC1002,Excavator,2,Good,OP1014,Expert,2.5,Demolition,169.4,1.04,597.8,3.77,17.4,Muddy,Wet,Clear,30.9,54.3,Moderate,Morning,150.2,No,None,220.9,47.07
TASK00221,2025-06-27,MC1010,Excavator,10,Due Soon,OP1001,Beginner,4.5,Demolition,72.2,0.9,304.3,2.49,31.4,Flat,Wet,Rainy,26.6,87.9,Poor,Afternoon,74.3,No,None,163.3,119.78
TASK00222,2025-05-11,MC1003,Excavator,4,Good,OP1010,Intermediate,2.3,Trenching,161.4,0.64,493.3,3.6,13.9,Muddy,Dry,Rainy,,71.1,Moderate,Afternoon,124.7,No,None,223.1,78.91
TASK00223,2025-07-29,MC1005,Loader,6,Good,OP1005,Beginner,4.6,Material Loading,572.2,10.38,460.0,12.06,13.8,Rocky,Wet,Clear,29.3,45.7,Moderate,Night,227.4,No,Site Condition,500.0,119.88
TASK00224,2025-02-07,MC1004,Loader,5,Good,OP1007,Intermediate,5.8,Demolition,282.4,3.11,527.5,6.06,20.9,Muddy,Loose,Hot,32.1,46.2,Good,Night,238.2,No,None,433.4,81.95
TASK00225,2025-03-24,MC1002,Excavator,2,Good,OP1017,Expert,,Earth Excavation,251.0,3.18,135.4,4.78,14.3,Muddy,Normal,Windy,27.4,62.3,Good,Morning,142.5,No,,198.2,39.09
TASK00226,2025-07-19,MC1009,Bulldozer,9,Good,OP1020,Expert,3.9,Earth Excavation,378.3,7.12,317.7,11.58,8.7,Muddy,Normal,Clear,21.6,59.0,Good,Morning,208.7,No,None,275.0,31.77
TASK00227,2025-06-18,MC1009,Bulldozer,9,Good,OP1003,Beginner,3.6,Material Loading,523.6,6.96,315.3,12.61,0.6,Flat,Wet,Clear,28.7,57.5,Moderate,Afternoon,209.0,No,None,369.6,76.84
TASK00228,2025-04-04,MC1001,Excavator,1,Good,OP1009,Intermediate,3.4,Demolition,133.5,1.7,288.9,3.21,25.8,Flat,Dry,Rainy,31.3,74.4,Moderate,Afternoon,122.2,No,None,182.4,49.26
TASK00229,2025-03-31,MC1006,Loader,3,Due Soon,OP1012,Intermediate,2.9,Demolition,155.8,1.45,309.6,,28.0,Rocky,Normal,Clear,27.1,,Good,Morning,139.5,No,None,198.8,42.51
TASK00230,2025-10-28,MC1008,Bulldozer,8,Due Soon,OP1011,Intermediate,2.5,Grading,618.4,3.56,1034.9,14.47,15.0,Rolling,Normal,Clear,26.8,50.5,,Morning,292.3,No,None,434.8,48.75
TASK00231,2025-07-01,MC1008,Bulldozer,8,Due Soon,OP1006,Beginner,1.5,Material Loading,167.5,4.7,,,,Flat,Loose,Windy,23.7,63.4,Moderate,Morning,73.7,No,None,185.1,151.15
TASK00232,2025-04-16,MC1008,Bulldozer,8,Overdue,OP1004,Beginner,1.0,Material Loading,576.9,9.34,159.6,14.46,22.1,Flat,Wet,Clear,26.6,79.4,Good,Morning,229.2,No,None,385.6,68.24
TASK00233,2025-07-31,MC1008,Bulldozer,8,Good,OP1017,Expert,2.5,Earth Excavation,393.7,3.93,221.2,9.23,21.2,,Dry,Windy,24.4,66.1,Good,Afternoon,216.7,No,None,278.8,28.66
TASK00234,2025-06-17,MC1005,Loader,6,Good,OP1014,Expert,1.0,Trenching,246.7,1.62,493.7,5.29,6.5,Muddy,Normal,Rainy,,79.7,Good,Morning,182.8,No,None,282.4,54.49
TASK00235,2025-01-20,MC1010,Excavator,10,Good,OP1011,Intermediate,2.8,Demolition,163.5,2.02,416.8,4.06,10.6,Steep,Loose,Cloudy,21.9,46.0,Moderate,Morning,145.5,No,None,224.7,54.43
TASK00236,2025-03-01,MC1006,Loader,3,Good,OP1012,Intermediate,3.8,Demolition,133.6,1.49,521.5,3.13,9.9,Rolling,Dry,Clear,,51.3,Good,Afternoon,122.2,No,None,147.7,20.87
TASK00237,2025-08-28,MC1008,Bulldozer,8,Due Soon,OP1006,Beginner,3.7,Demolition,128.2,1.94,317.0,3.79,21.5,Muddy,Wet,Clear,24.7,64.3,Good,,118.0,Yes,Equipment Fault,324.9,175.34
TASK00238,2025-05-02,MC1002,Excavator,2,Good,OP1008,Intermediate,3.6,Earth Excavation,229.6,4.05,443.6,6.34,9.5,Rocky,Normal,Clear,27.4,62.4,Good,Afternoon,131.4,No,None,187.3,42.54
TASK00239,2025-08-22,MC1001,Excavator,1,Due Soon,OP1013,Intermediate,5.2,Material Loading,139.9,2.58,401.6,4.15,25.4,Muddy,Wet,Rainy,23.9,90.9,Good,Morning,63.2,No,None,147.3,133.07
TASK00240,2025-11-30,MC1010,Excavator,10,Good,OP1018,Expert,8.3,Grading,710.7,5.39,485.5,13.48,6.2,Muddy,Normal,Clear,32.4,65.2,Poor,Night,333.8,No,None,635.0,90.23
